TaskId	TaskName	TaskType	MapId	PosX	PosY	MapName	NpcId	Num	LevelSeg	color
0	F46	99	248	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	248	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	248	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	248	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	248	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	249	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	249	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	249	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	249	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	249	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	249	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	249	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	249	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	249	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	249	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	249	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	249	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	249	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	249	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	249	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	249	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	249	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	249	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	249	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	249	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	249	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	249	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	249	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	249	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	249	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	249	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	249	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	249	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	249	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	249	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	249	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	249	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	249	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	249	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	249	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	249	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	249	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	249	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	249	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	249	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	249	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	249	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	249	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	249	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	249	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	249	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	249	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	249	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	249	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	249	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	250	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	250	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	250	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	250	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	250	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	250	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	250	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	250	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	250	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	250	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	250	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	250	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	250	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	250	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	250	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	250	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	250	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	250	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	250	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	250	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	250	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	250	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	250	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	250	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	250	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	250	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	250	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	250	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	250	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	250	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	250	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	250	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	250	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	250	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	250	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	250	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	250	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	250	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	250	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	250	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	250	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	250	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	250	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	250	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	250	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	250	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	250	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	250	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	250	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	250	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	251	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	251	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	251	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	251	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	251	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	251	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	251	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	251	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	251	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	251	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	251	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	251	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	251	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	251	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	251	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	251	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	251	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	251	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	251	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	251	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	251	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	251	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	251	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	251	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	251	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	251	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	251	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	251	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	251	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	251	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	251	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	251	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	251	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	251	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	251	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	251	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	251	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	251	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	251	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	251	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	251	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	251	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	251	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	251	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	251	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	251	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	251	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	251	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	251	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	251	1713	3427	Đấu trường môn phái			0	yellow
0	F1	99	252	1368	3427	Đấu trường môn phái			0	yellow
0	F2	99	252	1400	3461	Đấu trường môn phái			0	yellow
0	F3	99	252	1420	3416	Đấu trường môn phái			0	yellow
0	F4	99	252	1410	3396	Đấu trường môn phái			0	yellow
0	F5	99	252	1420	3481	Đấu trường môn phái			0	yellow
0	F6	99	252	1439	3363	Đấu trường môn phái			0	yellow
0	F7	99	252	1432	3458	Đấu trường môn phái			0	yellow
0	F8	99	252	1443	3396	Đấu trường môn phái			0	yellow
0	F9	99	252	1454	3519	Đấu trường môn phái			0	yellow
0	F10	99	252	1458	3335	Đấu trường môn phái			0	yellow
0	F11	99	252	1464	3436	Đấu trường môn phái			0	yellow
0	F12	99	252	1461	3462	Đấu trường môn phái			0	yellow
0	F13	99	252	1480	3321	Đấu trường môn phái			0	yellow
0	F14	99	252	1485	3408	Đấu trường môn phái			0	yellow
0	F15	99	252	1479	3452	Đấu trường môn phái			0	yellow
0	F16	99	252	1474	3539	Đấu trường môn phái			0	yellow
0	F17	99	252	1501	3296	Đấu trường môn phái			0	yellow
0	F18	99	252	1502	3391	Đấu trường môn phái			0	yellow
0	F19	99	252	1498	3538	Đấu trường môn phái			0	yellow
0	F20	99	252	1514	3288	Đấu trường môn phái			0	yellow
0	F21	99	252	1507	3324	Đấu trường môn phái			0	yellow
0	F22	99	252	1517	3378	Đấu trường môn phái			0	yellow
0	F23	99	252	1511	3490	Đấu trường môn phái			0	yellow
0	F24	99	252	1510	3573	Đấu trường môn phái			0	yellow
0	F25	99	252	1521	3506	Đấu trường môn phái			0	yellow
0	F26	99	252	1551	3264	Đấu trường môn phái			0	yellow
0	F27	99	252	1537	3306	Đấu trường môn phái			0	yellow
0	F28	99	252	1557	3364	Đấu trường môn phái			0	yellow
0	F29	99	252	1559	3398	Đấu trường môn phái			0	yellow
0	F30	99	252	1554	3480	Đấu trường môn phái			0	yellow
0	F31	99	252	1553	3543	Đấu trường môn phái			0	yellow
0	F32	99	252	1570	3331	Đấu trường môn phái			0	yellow
0	F33	99	252	1583	3453	Đấu trường môn phái			0	yellow
0	F34	99	252	1582	3429	Đấu trường môn phái			0	yellow
0	F35	99	252	1581	3557	Đấu trường môn phái			0	yellow
0	F36	99	252	1594	3330	Đấu trường môn phái			0	yellow
0	F37	99	252	1590	3397	Đấu trường môn phái			0	yellow
0	F38	99	252	1599	3485	Đấu trường môn phái			0	yellow
0	F39	99	252	1590	3531	Đấu trường môn phái			0	yellow
0	F40	99	252	1609	3530	Đấu trường môn phái			0	yellow
0	F41	99	252	1623	3459	Đấu trường môn phái			0	yellow
0	F42	99	252	1635	3348	Đấu trường môn phái			0	yellow
0	F43	99	252	1634	3401	Đấu trường môn phái			0	yellow
0	F44	99	252	1645	3411	Đấu trường môn phái			0	yellow
0	F45	99	252	1661	3377	Đấu trường môn phái			0	yellow
0	F46	99	252	1657	3445	Đấu trường môn phái			0	yellow
0	F47	99	252	1649	3484	Đấu trường môn phái			0	yellow
0	F48	99	252	1673	3410	Đấu trường môn phái			0	yellow
0	F49	99	252	1675	3463	Đấu trường môn phái			0	yellow
0	F50	99	252	1713	3427	Đấu trường môn phái			0	yellow
0	Toạ độ train	55	91	1816	3232	洱海摩岩			0	pink
0	Toạ độ train	55	91	1744	3280	洱海摩岩			0	pink
0	Toạ độ train	55	91	1880	3296	洱海摩岩			0	pink
0	Toạ độ train	55	91	1632	3344	洱海摩岩			0	pink
0	Toạ độ train	55	91	1768	3376	洱海摩岩			0	pink
0	Toạ độ train	55	91	1912	3376	洱海摩岩			0	pink
0	Toạ độ train	55	91	1968	3344	洱海摩岩			0	pink
0	Toạ độ train	55	91	1688	3408	洱海摩岩			0	pink
0	Toạ độ train	55	91	1616	3488	洱海摩岩			0	pink
0	Toạ độ train	55	91	1616	3600	洱海摩岩			0	pink
0	Toạ độ train	55	91	1632	3728	洱海摩岩			0	pink
0	Toạ độ train	55	91	1608	3824	洱海摩岩			0	pink
0	Toạ độ train	55	91	1760	3760	洱海摩岩			0	pink
0	Toạ độ train	55	91	1864	3632	洱海摩岩			0	pink
0	Toạ độ train	55	91	1832	3680	洱海摩岩			0	pink
0	Toạ độ train	55	91	1912	3680	洱海摩岩			0	pink
0	Toạ độ train	55	91	1880	3712	洱海摩岩			0	pink
0	Toạ độ train	55	91	1848	3824	洱海摩岩			0	pink
0	Toạ độ train	55	91	1688	3264	洱海摩岩			0	pink
0	Toạ độ train	55	91	1816	3360	洱海摩岩			0	pink
0	Toạ độ train	55	87	1680	3344	大散关			0	pink
0	Toạ độ train	55	87	1600	3488	大散关			0	pink
0	Toạ độ train	55	87	1744	3472	大散关			0	pink
0	Toạ độ train	55	87	1752	3568	大散关			0	pink
0	Toạ độ train	55	87	1776	3424	大散关			0	pink
0	Toạ độ train	55	87	1880	3456	大散关			0	pink
0	Toạ độ train	55	87	1824	3456	大散关			0	pink
0	Toạ độ train	55	87	1904	3520	大散关			0	pink
0	Toạ độ train	55	87	1808	3536	大散关			0	pink
0	Toạ độ train	55	87	1864	3584	大散关			0	pink
0	Toạ độ train	55	87	1920	3600	大散关			0	pink
0	Toạ độ train	55	87	1920	3728	大散关			0	pink
0	Toạ độ train	55	87	1664	3744	大散关			0	pink
0	Toạ độ train	55	87	1688	3888	大散关			0	pink
0	Toạ độ train	55	87	1848	3904	大散关			0	pink
0	Toạ độ train	55	87	1688	3552	大散关			0	pink
0	Toạ độ train	55	87	1920	3808	大散关			0	pink
0	Toạ độ train	55	87	1776	3904	大散关			0	pink
0	Toạ độ train	55	86	1896	3328	太行古径			0	pink
0	Toạ độ train	55	86	1928	3936	太行古径			0	pink
0	Toạ độ train	55	86	1608	3648	太行古径			0	pink
0	Toạ độ train	55	86	1616	3824	太行古径			0	pink
0	Toạ độ train	55	86	1752	3680	太行古径			0	pink
0	Toạ độ train	55	86	1616	3824	太行古径			0	pink
0	Toạ độ train	55	86	1744	3792	太行古径			0	pink
0	Toạ độ train	55	86	1680	3904	太行古径			0	pink
0	Toạ độ train	55	86	1800	3712	太行古径			0	pink
0	Toạ độ train	55	86	1856	3696	太行古径			0	pink
0	Toạ độ train	55	86	1824	3808	太行古径			0	pink
0	Toạ độ train	55	86	1872	3600	太行古径			0	pink
0	Toạ độ train	55	89	1520	3168	寒山古刹			0	pink
0	Toạ độ train	55	89	1520	3440	寒山古刹			0	pink
0	Toạ độ train	55	89	1640	3376	寒山古刹			0	pink
0	Toạ độ train	55	89	1520	3568	寒山古刹			0	pink
0	Toạ độ train	55	89	1512	3728	寒山古刹			0	pink
0	Toạ độ train	55	89	1784	3168	寒山古刹			0	pink
0	Toạ độ train	55	89	1872	3184	寒山古刹			0	pink
0	Toạ độ train	55	89	1960	3184	寒山古刹			0	pink
0	Toạ độ train	55	89	1888	3824	寒山古刹			0	pink
0	Toạ độ train	55	89	1952	3536	寒山古刹			0	pink
0	Toạ độ train	55	89	1696	3552	寒山古刹			0	pink
0	Toạ độ train	55	89	1776	3648	寒山古刹			0	pink
0	Toạ độ train	55	89	1968	3520	寒山古刹			0	pink
0	Toạ độ train	55	89	1896	3616	寒山古刹			0	pink
0	Toạ độ train	55	89	1968	3648	寒山古刹			0	pink
0	Toạ độ train	55	89	1848	3712	寒山古刹			0	pink
0	Toạ độ train	55	92	1640	3200	采石矶			0	pink
0	Toạ độ train	55	92	1680	3520	采石矶			0	pink
0	Toạ độ train	55	92	1840	3232	采石矶			0	pink
0	Toạ độ train	55	92	1936	3392	采石矶			0	pink
0	Toạ độ train	55	92	2064	3312	采石矶			0	pink
0	Toạ độ train	55	92	1984	3456	采石矶			0	pink
0	Toạ độ train	55	92	2056	3504	采石矶			0	pink
0	Toạ độ train	55	92	1920	3632	采石矶			0	pink
0	Toạ độ train	55	92	2056	3648	采石矶			0	pink
0	Toạ độ train	55	92	1920	3744	采石矶			0	pink
0	Toạ độ train	55	92	2040	3760	采石矶			0	pink
0	Toạ độ train	55	92	1568	3616	采石矶			0	pink
0	Toạ độ train	55	92	1728	3664	采石矶			0	pink
0	Toạ độ train	55	92	1856	3712	采石矶			0	pink
0	Toạ độ train	55	92	1776	3760	采石矶			0	pink
0	Toạ độ train	55	92	1896	3264	采石矶			0	pink
0	Toạ độ train	55	88	1640	3232	汉水古渡			0	pink
0	Toạ độ train	55	88	1728	3248	汉水古渡			0	pink
0	Toạ độ train	55	88	1608	3536	汉水古渡			0	pink
0	Toạ độ train	55	88	1648	3664	汉水古渡			0	pink
0	Toạ độ train	55	88	1792	3264	汉水古渡			0	pink
0	Toạ độ train	55	88	1848	3312	汉水古渡			0	pink
0	Toạ độ train	55	88	1904	3392	汉水古渡			0	pink
0	Toạ độ train	55	88	1848	3424	汉水古渡			0	pink
0	Toạ độ train	55	88	1864	3456	汉水古渡			0	pink
0	Toạ độ train	55	88	1832	3488	汉水古渡			0	pink
0	Toạ độ train	55	88	1880	3536	汉水古渡			0	pink
0	Toạ độ train	55	88	1824	3600	汉水古渡			0	pink
0	Toạ độ train	55	88	1808	3680	汉水古渡			0	pink
0	Toạ độ train	55	88	1936	3712	汉水古渡			0	pink
0	Toạ độ train	55	88	1928	3824	汉水古渡			0	pink
0	Toạ độ train	55	88	1704	3680	汉水古渡			0	pink
0	Toạ độ train	55	88	1688	3760	汉水古渡			0	pink
0	Toạ độ train	55	88	1744	3760	汉水古渡			0	pink
0	Toạ độ train	55	88	1824	3792	汉水古渡			0	pink
0	Toạ độ train	55	88	1616	3856	汉水古渡			0	pink
0	Toạ độ train	55	88	1784	3504	汉水古渡			0	pink
0	Toạ độ train	55	88	1720	3856	汉水古渡			0	pink
0	Toạ độ train	55	90	1624	3264	浣花溪			0	pink
0	Toạ độ train	55	90	1672	3296	浣花溪			0	pink
0	Toạ độ train	55	90	1728	3360	浣花溪			0	pink
0	Toạ độ train	55	90	1768	3440	浣花溪			0	pink
0	Toạ độ train	55	90	1664	3424	浣花溪			0	pink
0	Toạ độ train	55	90	1920	3328	浣花溪			0	pink
0	Toạ độ train	55	90	1968	3392	浣花溪			0	pink
0	Toạ độ train	55	90	1952	3456	浣花溪			0	pink
0	Toạ độ train	55	90	1904	3536	浣花溪			0	pink
0	Toạ độ train	55	90	1656	3600	浣花溪			0	pink
0	Toạ độ train	55	90	1664	3712	浣花溪			0	pink
0	Toạ độ train	55	90	1664	3824	浣花溪			0	pink
0	Toạ độ train	55	90	1744	3840	浣花溪			0	pink
0	Toạ độ train	55	90	1608	3904	浣花溪			0	pink
0	Toạ độ train	55	90	1952	3600	浣花溪			0	pink
0	Toạ độ train	55	90	1944	3712	浣花溪			0	pink
0	Toạ độ train	55	90	1728	3952	浣花溪			0	pink
0	Toạ độ train	55	90	1792	3968	浣花溪			0	pink
0	Toạ độ train	55	90	1864	3312	浣花溪			0	pink
0	Toạ độ train	55	90	1728	3648	浣花溪			0	pink
0	Toạ độ train	55	90	1880	3680	浣花溪			0	pink
0	Toạ độ train	55	90	1896	3904	浣花溪			0	pink
0	Toạ độ train	65	94	1760	3248	居延泽			0	pink
0	Toạ độ train	65	94	1824	3264	居延泽			0	pink
0	Toạ độ train	65	94	1728	3360	居延泽			0	pink
0	Toạ độ train	65	94	1680	3712	居延泽			0	pink
0	Toạ độ train	65	94	1888	3648	居延泽			0	pink
0	Toạ độ train	65	94	1952	3648	居延泽			0	pink
0	Toạ độ train	65	94	1688	3632	居延泽			0	pink
0	Toạ độ train	65	94	1608	3840	居延泽			0	pink
0	Toạ độ train	65	94	1824	3696	居延泽			0	pink
0	Toạ độ train	65	94	1944	3744	居延泽			0	pink
0	Toạ độ train	65	98	1656	3248	点苍山			0	pink
0	Toạ độ train	65	98	1712	3264	点苍山			0	pink
0	Toạ độ train	65	98	1608	3280	点苍山			0	pink
0	Toạ độ train	65	98	1720	3344	点苍山			0	pink
0	Toạ độ train	65	98	1608	3408	点苍山			0	pink
0	Toạ độ train	65	98	1616	3520	点苍山			0	pink
0	Toạ độ train	65	98	1680	3520	点苍山			0	pink
0	Toạ độ train	65	98	1784	3424	点苍山			0	pink
0	Toạ độ train	65	98	1872	3424	点苍山			0	pink
0	Toạ độ train	65	98	1832	3568	点苍山			0	pink
0	Toạ độ train	65	98	1904	3584	点苍山			0	pink
0	Toạ độ train	65	98	1816	3856	点苍山			0	pink
0	Toạ độ train	65	98	1608	3776	点苍山			0	pink
0	Toạ độ train	65	98	1616	3872	点苍山			0	pink
0	Toạ độ train	65	98	1760	3856	点苍山			0	pink
0	Toạ độ train	65	98	1744	3888	点苍山			0	pink
0	Toạ độ train	65	98	1816	3856	点苍山			0	pink
0	Toạ độ train	65	98	1728	3776	点苍山			0	pink
0	Toạ độ train	65	98	1864	3824	点苍山			0	pink
0	Toạ độ train	65	93	1744	3232	药王洞			0	pink
0	Toạ độ train	65	93	1680	3264	药王洞			0	pink
0	Toạ độ train	65	93	1744	3360	药王洞			0	pink
0	Toạ độ train	65	93	1712	3440	药王洞			0	pink
0	Toạ độ train	65	93	1600	3520	药王洞			0	pink
0	Toạ độ train	65	93	1864	3232	药王洞			0	pink
0	Toạ độ train	65	93	1880	3312	药王洞			0	pink
0	Toạ độ train	65	93	1856	3408	药王洞			0	pink
0	Toạ độ train	65	93	1760	3504	药王洞			0	pink
0	Toạ độ train	65	93	1808	3584	药王洞			0	pink
0	Toạ độ train	65	93	1912	3632	药王洞			0	pink
0	Toạ độ train	65	93	1760	3696	药王洞			0	pink
0	Toạ độ train	65	93	1808	3696	药王洞			0	pink
0	Toạ độ train	65	93	1712	3648	药王洞			0	pink
0	Toạ độ train	65	93	1680	3824	药王洞			0	pink
0	Toạ độ train	65	93	1792	3792	药王洞			0	pink
0	Toạ độ train	65	93	1648	3952	药王洞			0	pink
0	Toạ độ train	65	93	1784	3888	药王洞			0	pink
0	Toạ độ train	65	93	1616	3360	药王洞			0	pink
0	Toạ độ train	65	95	1816	3248	伏牛山			0	pink
0	Toạ độ train	65	95	1616	3376	伏牛山			0	pink
0	Toạ độ train	65	95	1712	3472	伏牛山			0	pink
0	Toạ độ train	65	95	1848	3552	伏牛山			0	pink
0	Toạ độ train	65	95	1784	3616	伏牛山			0	pink
0	Toạ độ train	65	95	1624	3600	伏牛山			0	pink
0	Toạ độ train	65	95	1680	3648	伏牛山			0	pink
0	Toạ độ train	65	95	1712	3664	伏牛山			0	pink
0	Toạ độ train	65	95	1632	3936	伏牛山			0	pink
0	Toạ độ train	65	95	1752	3888	伏牛山			0	pink
0	Toạ độ train	65	95	1800	3936	伏牛山			0	pink
0	Toạ độ train	65	95	1864	3952	伏牛山			0	pink
0	Toạ độ train	65	96	1744	3296	虎丘剑池			0	pink
0	Toạ độ train	65	96	1768	3376	虎丘剑池			0	pink
0	Toạ độ train	65	96	1640	3440	虎丘剑池			0	pink
0	Toạ độ train	65	96	1728	3472	虎丘剑池			0	pink
0	Toạ độ train	65	96	1728	3600	虎丘剑池			0	pink
0	Toạ độ train	65	96	1960	3248	虎丘剑池			0	pink
0	Toạ độ train	65	96	1888	3392	虎丘剑池			0	pink
0	Toạ độ train	65	96	1904	3520	虎丘剑池			0	pink
0	Toạ độ train	65	96	1672	3552	虎丘剑池			0	pink
0	Toạ độ train	65	96	1568	3744	虎丘剑池			0	pink
0	Toạ độ train	65	96	1704	3440	虎丘剑池			0	pink
0	Toạ độ train	65	96	1768	3792	虎丘剑池			0	pink
0	Toạ độ train	65	96	1824	3776	虎丘剑池			0	pink
0	Toạ độ train	65	96	1872	3840	虎丘剑池			0	pink
0	Toạ độ train	65	96	1848	3584	虎丘剑池			0	pink
0	Toạ độ train	65	99	1216	2480	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1232	2560	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1240	2672	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1312	2656	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1288	2896	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1216	2944	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1200	3040	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1632	1616	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1488	2752	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1536	2864	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1568	2752	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1384	3008	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1424	3136	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1624	2848	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1552	3184	彭蠡古泽			0	pink
0	Toạ độ train	65	99	1512	2960	彭蠡古泽			0	pink
0	Toạ độ train	65	97	1728	3328	响水洞			0	pink
0	Toạ độ train	65	97	1696	3392	响水洞			0	pink
0	Toạ độ train	65	97	1616	3424	响水洞			0	pink
0	Toạ độ train	65	97	1664	3504	响水洞			0	pink
0	Toạ độ train	65	97	1632	3584	响水洞			0	pink
0	Toạ độ train	65	97	1752	3680	响水洞			0	pink
0	Toạ độ train	65	97	1656	3728	响水洞			0	pink
0	Toạ độ train	65	97	1784	3312	响水洞			0	pink
0	Toạ độ train	65	97	1784	3504	响水洞			0	pink
0	Toạ độ train	65	97	1920	3440	响水洞			0	pink
0	Toạ độ train	65	97	1896	3536	响水洞			0	pink
0	Toạ độ train	65	97	1968	3552	响水洞			0	pink
0	Toạ độ train	65	97	1920	3616	响水洞			0	pink
0	Toạ độ train	65	97	1872	3696	响水洞			0	pink
0	Toạ độ train	65	97	1792	3760	响水洞			0	pink
0	Toạ độ train	65	97	1768	3408	响水洞			0	pink
0	Toạ độ train	65	97	1848	3440	响水洞			0	pink
0	Toạ độ train	65	97	1688	3616	响水洞			0	pink
0	Toạ độ train	75	101	1680	3248	沙漠迷宫			0	pink
0	Toạ độ train	75	101	1608	3344	沙漠迷宫			0	pink
