FromMapId	FromPosX	FromPosY	Type	Name	ToMapId	ToPosX	ToPosY	ToFightState	BeProtected	FromMap chú thích	ToMap chú thích		
98	58368	104160	task	to_bieyuan	533	51072	103968	1		Điểm Thương Sơn	Biệt Viện Đường Môn		
533	51200	104064	task	to_exit533	98	58496	104384	1		Biệt Viện Đường Môn	Điểm Thương Sơn		
98	58368	104160	task	to_bieyuan	534	51072	104000	1		Điểm Thương Sơn	Biệt Viện Đường Môn		
534	51168	104128	task	to_exit534	98	58496	104384	1		Biệt Viện Đường Môn	Điểm Thương Sơn		
29	46784	120352	npc	Tiểu Xuân Tử	518	50624	102752	0		Lâm An Phủ	Tẩm Cung Hoàng Thượng		
29	46784	120352	npc	Tiểu Xuân Tử	519	50624	102784	0		Lâm An Phủ	Ngô Thị		
29	46784	120352	npc	Tiểu Xuân Tử	520	50624	102784	0		Lâm An Phủ	Ngô Thị		
29	46784	120352	npc	Tiểu Xuân Tử	521	50624	102784	0		Lâm An Phủ	Ngô Thị		
29	46784	120352	npc	Tiểu Xuân Tử	523	50560	104256	1		Lâm An Phủ	Hoàng Cung Đại Điện		
55	57824	111424	task	to_qiuzhishui	404	51808	103040	0		Thanh Loa Đảo	Phòng Cầu Chỉ Thủy		
404	51872	103104	task	to_qingluodao	55	57920	111584	1		Phòng Cầu Chỉ Thủy	Thanh Loa Đảo		
55	58752	111136	task	to_peiyifei	403	51296	103008	0		Thanh Loa Đảo	Cáp Xá		
403	51264	103040	task	to_qingluodao	55	58656	111264	1		Cáp Xá	Thanh Loa Đảo		
400	51008	103392	task	to_qingluodao	55	51648	102336	1		Khoang Thuyền 1	Thanh Loa Đảo		
55	51488	102624	task	to_qingluodao	400	51104	103296	0		Thanh Loa Đảo	Khoang Thuyền 1		
400	52032	102816	task	to_2ceng	401	50368	104736	1		Khoang Thuyền 1	Khoang Thuyền 2		
60	47744	94880	task	to_waizhong	405	50848	102560	1		Ngoài Yến Tử Ổ	Ngoại Mộ Anh Hùng		
405	50752	102784	task	to_yanziwu	60	47488	95264	1		Ngoại Mộ Anh Hùng	Ngoài Yến Tử Ổ		
60	47360	104768	task	to_yingsunjiao	406	52416	98048	1		Ngoài Yến Tử Ổ	Ưng Chuẩn Giác		
406	52544	97856	task	to_yanziwu	60	47808	104576	1		Ưng Chuẩn Giác	Ngoài Yến Tử Ổ		
60	45344	86560	task	to_menghuxiang1	407	49920	104224	1		Ngoài Yến Tử Ổ	Mãnh Hổ Hạng		
407	51392	98720	task	to_yanziwu	60	45440	86784	1		Mãnh Hổ Hạng	Ngoài Yến Tử Ổ		
60	41056	102432	task	to_houdao	408	51488	110560	1		Ngoài Yến Tử Ổ	Đảo khỉ		
408	51520	110784	task	to_yanziwu	60	41184	102528	1		Đảo khỉ	Ngoài Yến Tử Ổ		
60	43680	87072	task	to_dishuidong	409	51488	110560	1		Ngoài Yến Tử Ổ	Trích Thủy Động		
409	51520	110752	task	to_yanziwu	60	43616	87392	1		Trích Thủy Động	Ngoài Yến Tử Ổ		
60	49184	96480	task	to_cangyunxuan	410	51392	102688	0		Ngoài Yến Tử Ổ	Tàng Vân Hiên		
410	51264	102720	task	to_yanziwu	60	49056	96640	1		Tàng Vân Hiên	Ngoài Yến Tử Ổ		
60	46208	99616	task	to_liugui	411	51360	102080	0		Ngoài Yến Tử Ổ	Biệt Viện Trường Giang		
411	51456	102144	task	to_yanziwu	60	46176	99808	1		Biệt Viện Trường Giang	Ngoài Yến Tử Ổ		
74	59520	110848	task	to_shedong	412	51296	103200	1		Tây Rừng Nguyên Sinh	Xích Luyện Xà Động		
412	51040	103232	task	to_yuanshisenlin	74	59488	111168	1		Xích Luyện Xà Động	Tây Rừng Nguyên Sinh		
74	56256	119136	task	to_yucangfeng	424	51360	102976	0		Tây Rừng Nguyên Sinh	Đăng Sát Khẩu Lâu		
424	51264	103040	task	to_yuanshisenlin	74	56160	119232	1		Đăng Sát Khẩu Lâu	Tây Rừng Nguyên Sinh		
424	51264	103040	task	to_dengshakou	413	56192	119264	1		Đăng Sát Khẩu Lâu	Đăng Sát Khẩu		
413	56288	119200	task	to_yucangfeng	424	51360	102976	0		Đăng Sát Khẩu	Đăng Sát Khẩu Lâu		
74	56320	117440	task	to_ganlugu	414	51072	102944	1		Tây Rừng Nguyên Sinh	Cam Lộ Cốc 1		
414	50848	102624	task	to_yuanshisenlin	74	56224	117120	1		Cam Lộ Cốc 1	Tây Rừng Nguyên Sinh		
414	54528	105824	task	to_ceng2	415	51072	102944	1		Cam Lộ Cốc 1	Cam Lộ Cốc 2		
415	50848	102624	task	to_ceng1	414	54528	105568	1		Cam Lộ Cốc 2	Cam Lộ Cốc 1		
415	54528	105824	task	to_jintou	416	51008	102176	0		Cam Lộ Cốc 2	Cuối Cam Lộ Cốc		
415	54528	105824	task	to_jintou	417	51008	102176	0		Cam Lộ Cốc 2	Cuối Cam Lộ Cốc		
416	51168	101920	task	to_ceng2	415	54528	105568	1		Cuối Cam Lộ Cốc	Cam Lộ Cốc 2		
417	51168	101920	task	to_ceng2	415	54528	105568	1		Cuối Cam Lộ Cốc	Cam Lộ Cốc 2		
74	51488	118944	task	to_nvwushouling	421	51808	103040	1		Tây Rừng Nguyên Sinh	Nữ Vu Oa Bằng		
421	51840	103168	task	to_yuanshisenlin	74	51584	119104	1		Nữ Vu Oa Bằng	Tây Rừng Nguyên Sinh		
74	57600	113888	task	to_yintong	422	48896	100000	0		Tây Rừng Nguyên Sinh	Phòng Ân Đồng		
422	48800	100128	task	to_yuanshisenlin	74	57376	114080	1		Phòng Ân Đồng	Tây Rừng Nguyên Sinh		
74	57472	113696	task	to_yinfang	423	49728	99840	0		Tây Rừng Nguyên Sinh	Phòng Ân Phương		
423	49856	99872	task	to_yuanshisenlin	74	57376	114080	1		Phòng Ân Phương	Tây Rừng Nguyên Sinh		
74	60416	111104	task	to_dingtaoling	425	51328	102048	1		Tây Rừng Nguyên Sinh	Nơi ở Mộc Thị		
425	51488	102176	task	to_yuanshisenlin	74	60640	111168	1		Nơi ở Mộc Thị	Tây Rừng Nguyên Sinh		
74	51456	103744	task	to_gexialing	426	51488	104064	1		Tây Rừng Nguyên Sinh	Cát Hà Lĩnh Nam		
426	51552	104704	task	to_yuanshisenlin	74	51488	103904	1		Cát Hà Lĩnh Nam	Tây Rừng Nguyên Sinh		
74	51456	103744	task	to_gexialing	427	51488	104064	1		Tây Rừng Nguyên Sinh	Cát Hà Lĩnh Nữ		
427	51552	104704	task	to_yuanshisenlin	74	51488	103904	1		Cát Hà Lĩnh Nữ	Tây Rừng Nguyên Sinh		
74	59264	114240	task	to_wenxinge	418	51424	102656	1		Tây Rừng Nguyên Sinh	Vấn Tâm Các Nam		
418	51296	102784	task	to_yuanshisenlin	74	59424	114528	1		Vấn Tâm Các Nam	Tây Rừng Nguyên Sinh		
74	59264	114240	task	to_wenxinge	419	51424	102656	1		Tây Rừng Nguyên Sinh	Vấn Tâm Các Nữ		
419	51296	102784	task	to_yuanshisenlin	74	59424	114528	1		Vấn Tâm Các Nữ	Tây Rừng Nguyên Sinh		
48	57408	104640	task	to_shixiang1ceng	428	48608	105696	1		Kiến Tính Phong	Thạch Tượng 1		
428	48576	105824	task	to_jianxingfeng	48	57408	104640	1		Thạch Tượng 1	Kiến Tính Phong		
48	57248	105344	task	to_shixiang2ceng	429	51136	102720	1		Kiến Tính Phong	Thạch Tượng 2		
429	51072	102848	task	to_jianxingfeng	48	57312	105344	1		Thạch Tượng 2	Kiến Tính Phong		
48	57664	105664	task	to_shixiang3ceng	430	50432	103040	1		Kiến Tính Phong	Thạch Tượng 3		
430	50336	103168	task	to_jianxingfeng	48	57664	105664	1		Thạch Tượng 3	Kiến Tính Phong		
48	56416	110432	task	to_yinshan	431	49760	99840	0		Kiến Tính Phong	Biệt Viện Âm Sơn		
431	49824	99904	task	to_jianxingfeng	48	56512	110560	1		Biệt Viện Âm Sơn	Kiến Tính Phong		
48	56416	110432	task	to_yinshan	432	49760	99840	0		Kiến Tính Phong	Biệt Viện Âm Sơn		
432	49824	99904	task	to_jianxingfeng	48	56512	110560	1		Biệt Viện Âm Sơn	Kiến Tính Phong		
59	49504	99968	task	to_jiejianchi	433	49760	99392	1		Đông Long Hổ Huyễn Cảnh	Giải Kiếm Trì		
433	49600	99520	task	to_longhuhuanjing	59	49440	100448	1		Giải Kiếm Trì	Đông Long Hổ Huyễn Cảnh		
59	47328	99520	task	to_qingxuzhenshi	434	51392	102688	0		Đông Long Hổ Huyễn Cảnh	Thanh Hư Chân Thất		
434	51264	102720	task	to_longhuhuanjing	59	47200	99648	1		Thanh Hư Chân Thất	Đông Long Hổ Huyễn Cảnh		
59	47328	99520	task	to_qingxuzhenshi	435	51392	102688	0		Đông Long Hổ Huyễn Cảnh	Thanh Hư Chân Thất		
435	51264	102720	task	to_longhuhuanjing	59	47200	99648	1		Thanh Hư Chân Thất	Đông Long Hổ Huyễn Cảnh		
59	46208	82656	task	to_yunlushuiju	436	48864	100032	0		Đông Long Hổ Huyễn Cảnh	Vân Lộc Thủy Cư		
436	48832	100128	task	to_longhuhuanjing	59	46112	82816	1		Vân Lộc Thủy Cư	Đông Long Hổ Huyễn Cảnh		
59	46208	82656	task	to_yunlushuiju	437	48864	100032	0		Đông Long Hổ Huyễn Cảnh	Vân Lộc Thủy Cư		
437	48832	100128	task	to_longhuhuanjing	59	46112	82816	1		Vân Lộc Thủy Cư	Đông Long Hổ Huyễn Cảnh		
59	48896	90496	task	to_taoju	439	51808	103040	0		Đông Long Hổ Huyễn Cảnh	Nơi ở Đào Vĩnh Xương		
439	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		Nơi ở Đào Vĩnh Xương	Đông Long Hổ Huyễn Cảnh		
59	48896	90496	task	to_taoju	440	51808	103040	0		Đông Long Hổ Huyễn Cảnh	Nơi ở Đào Vĩnh Xương		
440	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		Nơi ở Đào Vĩnh Xương	Đông Long Hổ Huyễn Cảnh		
59	48896	90496	task	to_taoju	441	51808	103040	0		Đông Long Hổ Huyễn Cảnh	Nơi ở Đào Vĩnh Xương		
441	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		Nơi ở Đào Vĩnh Xương	Đông Long Hổ Huyễn Cảnh		
59	48896	90496	task	to_taoju	442	51808	103040	0		Đông Long Hổ Huyễn Cảnh	Nơi ở Đào Vĩnh Xương		
442	51904	103104	task	to_longhuhuanjing	59	48992	90624	1		Nơi ở Đào Vĩnh Xương	Đông Long Hổ Huyễn Cảnh		
59	44992	93312	task	to_weiju	443	51808	103040	0		Đông Long Hổ Huyễn Cảnh	Nơi ở Ngụy Trường Phong		
443	51904	103104	task	to_longhuhuanjing	59	45088	93408	1		Nơi ở Ngụy Trường Phong	Đông Long Hổ Huyễn Cảnh		
66	57344	122816	task	to_zhoupu	447	56832	123136	1		Tây Tháp Lâm	Tiệm Cháo		
447	56704	123232	task	to_talin	66	57216	122304	1		Tiệm Cháo	Tây Tháp Lâm		
66	52032	114048	task	to_jingangling	444	51904	113984	1		Tây Tháp Lâm	Kim Cang Lĩnh		
444	52128	113984	task	to_talin	66	52160	114368	1		Kim Cang Lĩnh	Tây Tháp Lâm		
66	52032	114048	task	to_jingangling	445	51904	113984	0		Tây Tháp Lâm	Kim Cang Lĩnh		
445	52128	113984	task	to_talin	66	52160	114368	1		Kim Cang Lĩnh	Tây Tháp Lâm		
66	61856	116576	task	to_chuzuan	446	52384	103840	0		Tây Tháp Lâm	Sơ Tổ Am		
446	52640	103968	task	to_talin	66	61952	116704	1		Sơ Tổ Am	Tây Tháp Lâm		
66	59936	124224	task	to_huifengjiao	448	52224	103680	0		Tây Tháp Lâm	Hồi Phong Giác Thảo Đường		
448	52352	103744	task	to_talin	66	60032	124320	1		Hồi Phong Giác Thảo Đường	Tây Tháp Lâm		
66	59936	124224	task	to_huifengjiao	449	52224	103680	0		Tây Tháp Lâm	Hồi Phong Giác Thảo Đường		
449	52352	103744	task	to_talin	66	60032	124320	1		Hồi Phong Giác Thảo Đường	Tây Tháp Lâm		
67	50720	107264	task	to_wusajusuo	451	51808	103040	0		Hoàng Lăng Kim Quốc 2	Nơi ở Ngột Tát		
451	51904	103104	task	to_jinguohuangling	67	50816	107168	1		Nơi ở Ngột Tát	Hoàng Lăng Kim Quốc 2		
67	51712	106144	task	to_tianxingdian	452	49760	99840	0		Hoàng Lăng Kim Quốc 2	Thiên Hình Điện		
452	48832	100128	task	to_jinguohuangling	67	51648	106304	1		Thiên Hình Điện	Hoàng Lăng Kim Quốc 2		
67	50496	106112	task	to_zhongchengdian	453	49760	99840	0		Hoàng Lăng Kim Quốc 2	Trung Thành Điện		
453	49824	99904	task	to_jinguohuangling	67	50560	106208	1		Trung Thành Điện	Hoàng Lăng Kim Quốc 2		
67	50816	112096	task	to_xuanzilao	450	48000	112256	1		Hoàng Lăng Kim Quốc 2	Huyền Tử Lao		
450	48096	112416	task	to_jinguohuangling	67	50016	111328	1		Huyền Tử Lao	Hoàng Lăng Kim Quốc 2		
51	51712	110272	task	to_xingzaineiying	454	49728	99808	0		Cửu Lão Phong	Nội Doanh Hành Tại		
454	49824	99904	task	to_jiulaofeng	51	51840	110464	1		Nội Doanh Hành Tại	Cửu Lão Phong		
51	51840	100000	task	to_ciyunan	456	51808	103040	0		Cửu Lão Phong	Từ Vân Am		
456	51904	103104	task	to_jiulaofeng	51	51936	100096	1		Từ Vân Am	Cửu Lão Phong		
51	58560	102656	task	to_chouxuewoshi	457	51392	102688	0		Cửu Lão Phong	Phòng Cừu Tuyết		
457	51264	102720	task	to_jiulaofeng	51	58592	102944	1		Phòng Cừu Tuyết	Cửu Lão Phong		
63	46144	109728	task	to_jianlongdong	458	51488	110560	1		Đông Bờ Hồ Trúc Lâm	Kiến Long Động		
458	51520	110752	task	to_hupanzhulin	63	46176	110144	1		Kiến Long Động	Đông Bờ Hồ Trúc Lâm		
63	58528	108864	task	to_buyige	459	51424	102656	0		Đông Bờ Hồ Trúc Lâm	Bố Y Các		
459	51264	102720	task	to_hupanzhulin	63	58464	109120	1		Bố Y Các	Đông Bờ Hồ Trúc Lâm		
63	58528	108864	task	to_buyige	460	51424	102656	0		Đông Bờ Hồ Trúc Lâm	Bố Y Các		
460	51264	102720	task	to_hupanzhulin	63	58464	109120	1		Bố Y Các	Đông Bờ Hồ Trúc Lâm		
63	54080	109376	task	to_zhuozheju	461	51552	102912	0		Đông Bờ Hồ Trúc Lâm	Chuyết Giả Cư		
461	51456	103104	task	to_hupanzhulin	63	53952	109568	1		Chuyết Giả Cư	Đông Bờ Hồ Trúc Lâm		
63	49888	113248	task	to_xixiang	462	48896	100032	0		Đông Bờ Hồ Trúc Lâm	Gian tây Biệt Nhã Tiểu Trúc		
462	48832	100128	task	to_hupanzhulin	63	49824	113344	1		Gian tây Biệt Nhã Tiểu Trúc	Đông Bờ Hồ Trúc Lâm		
63	50240	113792	task	to_zhengting	463	49760	99840	0		Đông Bờ Hồ Trúc Lâm	Gian chính Biệt Nhã Tiểu Trúc		
463	49824	99904	task	to_hupanzhulin	63	50336	113952	1		Gian chính Biệt Nhã Tiểu Trúc	Đông Bờ Hồ Trúc Lâm		
72	70272	108640	task	to_chunmeiyazhu	464	48896	100032	0		Trong Bách Hoa Trận	Xuân Mai Nhã Trúc		
464	48800	100128	task	to_baihuazhen	72	70176	108832	1		Xuân Mai Nhã Trúc	Trong Bách Hoa Trận		
72	70272	108640	task	to_chunmeiyazhu	465	48896	100032	0		Trong Bách Hoa Trận	Xuân Mai Nhã Trúc		
465	48800	100128	task	to_baihuazhen	72	70176	108832	1		Xuân Mai Nhã Trúc	Trong Bách Hoa Trận		
72	70272	108640	task	to_chunmeiyazhu	466	48896	100032	0		Trong Bách Hoa Trận	Xuân Mai Nhã Trúc		
466	48800	100128	task	to_baihuazhen	72	70176	108832	1		Xuân Mai Nhã Trúc	Trong Bách Hoa Trận		
72	73152	109568	task	to_chunmeiyazhu2	467	48896	100032	0		Trong Bách Hoa Trận	Hậu đình Xuân Mai Nhã Trúc		
467	48832	100128	task	to_baihuazhen	72	73056	109728	1		Hậu đình Xuân Mai Nhã Trúc	Trong Bách Hoa Trận		
72	73152	109568	task	to_chunmeiyazhu2	468	48896	100032	0		Trong Bách Hoa Trận	Hậu đình Xuân Mai Nhã Trúc		
468	48832	100128	task	to_baihuazhen	72	73056	109728	1		Hậu đình Xuân Mai Nhã Trúc	Trong Bách Hoa Trận		
72	59872	110944	task	to_guanyi2	469	51488	102592	0		Trong Bách Hoa Trận	Dịch Quán		
469	51296	102784	task	to_baihuazhen	72	59776	111072	1		Dịch Quán	Trong Bách Hoa Trận		
72	59872	110944	task	to_guanyi2	470	51488	102592	0		Trong Bách Hoa Trận	Dịch Quán		
470	51296	102816	task	to_baihuazhen	72	59776	111072	1		Dịch Quán	Trong Bách Hoa Trận		
72	62816	120864	task	to_xiacengzhenfa	471	52224	102784	1		Trong Bách Hoa Trận	Trận pháp tầng kế		
471	52384	102816	task	to_baihuazhen	72	62912	121120	1		Trận pháp tầng kế	Trong Bách Hoa Trận		
72	62816	120864	task	to_xiacengzhenfa	472	53120	101664	0		Trong Bách Hoa Trận	Trận Pháp Tổng Khu		
472	53184	101792	task	to_baihuazhen	72	63072	121120	1		Trận Pháp Tổng Khu	Trong Bách Hoa Trận		
72	70208	116960	task	to_xuanyuedazhen	473	51808	102688	1		Trong Bách Hoa Trận	Huyền Nguyệt Đại Trận		
473	51712	102496	task	to_baihuazhen	72	70048	116800	1		Huyền Nguyệt Đại Trận	Trong Bách Hoa Trận		
72	58368	114688	task	to_pinhetang	475	49728	99808	0		Trong Bách Hoa Trận	Phẩm Hà Đường		
475	49824	99904	task	to_baihuazhen	72	58496	114880	1		Phẩm Hà Đường	Trong Bách Hoa Trận		
29	48928	126496	task	to_zhuxifu	479	49728	99808	0		Lâm An Thành	Phủ đệ Chu Hy		
479	49792	99872	task	to_linanfu	29	48960	126592	0		Phủ đệ Chu Hy	Lâm An Thành		
479	49792	99872	task	to_linanfu	480	48960	126592	1		Phủ đệ Chu Hy	Hoàng Cung Giảng Học		
480	48928	126496	task	to_zhuxifu	479	49728	99808	0		Hoàng Cung Giảng Học	Phủ đệ Chu Hy		
479	49792	99872	task	to_linanfu	481	48960	126592	1		Phủ đệ Chu Hy	Hoàng Cung Giảng Học		
481	48928	126496	task	to_zhuxifu	479	49728	99808	0		Hoàng Cung Giảng Học	Phủ đệ Chu Hy		
479	49792	99872	task	to_linanfu	482	48960	126592	1		Phủ đệ Chu Hy	Hoàng Cung Giảng Học		
482	48928	126496	task	to_zhuxifu	479	49728	99808	0		Hoàng Cung Giảng Học	Phủ đệ Chu Hy		
29	57280	126208	task	to_pengfu	483	48896	100032	0		Lâm An Thành	Phủ đệ Bành Quy Niên		
483	48800	100064	task	to_linanfu	29	57248	126336	0		Phủ đệ Bành Quy Niên	Lâm An Thành		
483	48800	100064	task	to_linanfu	484	57248	126336	1		Phủ đệ Bành Quy Niên	Hậu viện Bành Phủ		
484	57280	126208	task	to_pengfu	483	48896	100032	0		Hậu viện Bành Phủ	Phủ đệ Bành Quy Niên		
29	48928	126496	task	to_zhuxifu	487	49728	99808	0		Lâm An Thành	Phủ đệ Chu Hy		
487	49792	99872	task	to_linanfu	29	48960	126592	0		Phủ đệ Chu Hy	Lâm An Thành		
487	49792	99872	task	to_linanfu	488	48960	126592	1		Phủ đệ Chu Hy	Thẩm Phủ		
488	48928	126496	task	to_zhuxifu	487	49728	99808	0		Thẩm Phủ	Phủ đệ Chu Hy		
488	57024	124000	task	to_mishi	489	51552	102912	0		Thẩm Phủ	Mật Thất Thẩm Phủ		
489	51424	103040	task	to_linanfu	488	56800	124160	1		Mật Thất Thẩm Phủ	Thẩm Phủ		
29	50432	121888	task	to_zhaoruyu	485	49760	99808	0		Lâm An	Triệu Nhữ Nhu		
485	49824	99872	task	to_exit515	29	50592	122176	0		Triệu Nhữ Nhu	Lâm An		
486	50432	121888	task	to_zhaoruyu	485	49760	99808	0		Hộ Tống Chu Hy	Triệu Nhữ Nhu		
485	49824	99872	task	to_linanfu	486	50528	122016	1		Triệu Nhữ Nhu	Hộ Tống Chu Hy		
490	50432	121888	task	to_zhaoruyu	485	49760	99808	0		Lâm An	Triệu Nhữ Nhu		
485	49824	99872	task	to_exit515	490	50528	122016	1		Triệu Nhữ Nhu	Lâm An		
490	50432	121888	task	to_zhaoruyu	515	49760	99808	0		Lâm An	Triệu Nhữ Nhu		
515	49824	99872	task	to_exit515	490	50528	122016	1		Triệu Nhữ Nhu	Lâm An		
491	48928	126496	task	to_zhuxifu	487	49728	99808	0		Lâm An Thành	Phủ đệ Chu Hy		
487	49792	99872	task	to_linanfu	491	48960	126592	1		Phủ đệ Chu Hy	Lâm An Thành		
492	48928	126496	task	to_zhuxifu	487	49728	99808	0		Lâm An Thành	Phủ đệ Chu Hy		
487	49792	99872	task	to_linanfu	492	48960	126592	1		Phủ đệ Chu Hy	Lâm An Thành		
21	49984	106464	task	xizuo	800	51360	102080	1		Trường Ca Môn	Gián Điệp		
800	51424	102176	task	to_changgemen	21	50144	106560	0		Gián Điệp	Trường Ca Môn		
21	49984	106464	task	xizuo	801	51360	102080	1		Trường Ca Môn	Gián Điệp 2		
801	51424	102176	task	to_changgemen	21	50144	106560	0		Gián Điệp 2	Trường Ca Môn		
120	54496	104672	task	to_jingshe	802	50464	103264	1		Vũ Di Sơn	Tinh Xá		
802	50368	103392	task	to_wuyishan	120	54496	104896	0		Tinh Xá	Vũ Di Sơn		
802	51808	101728	task	to_shutong	803	52000	102976	1		Tinh Xá	Phòng Thư Đồng		
803	52128	103072	task	to_wuyishanjignshe	802	51872	101792	0		Phòng Thư Đồng	Tinh Xá		
802	52096	101632	task	to_huliniang	804	48896	100032	0		Tinh Xá	Phòng Hồ Lệ Nương		
804	48800	100064	task	to_wuyishanjignshe	802	52032	101728	0		Phòng Hồ Lệ Nương	Tinh Xá		
802	52704	102144	task	to_houyuan	808	51008	102176	0		Tinh Xá	Hậu Viện		
808	51168	101920	task	to_wuyishanjignshe	802	52608	102272	0		Hậu Viện	Tinh Xá		
29	57312	125216	task	to_mishi	806	52000	102976	0		Lâm An	Mật Thất Chu Hy		
806	52128	103072	task	to_linanfu	29	57408	125152	0		Mật Thất Chu Hy	Lâm An		
29	57312	125216	task	to_mishi	807	52000	102976	0		Lâm An	Mật Thất Chu Hy		
807	52128	103072	task	to_linanfu	29	57408	125152	0		Mật Thất Chu Hy	Lâm An		
29	48928	126496	task	to_zhuxifu	805	49728	99808	0		Lâm An Thành	Phủ đệ Chu Hy		
805	49792	99872	task	to_linanfu	29	48960	126592	0		Phủ đệ Chu Hy	Lâm An Thành		
29	45184	126720	task	to_hanfu	809	49760	99808	0		Lâm An	Hàn Thác Trụ		
809	49824	99872	task	to_linanfu	29	45280	126816	0		Hàn Thác Trụ	Lâm An		
21	49984	106464	task	RUSHENG	810	51360	102080	1		Trường Ca Môn	Nho Sinh		
810	51424	102176	task	to_changgemen	21	50144	106560	0		Nho Sinh	Trường Ca Môn		
128	59488	110208	task	to_wanyan	812	51424	102656	0		Tỏa Vân Uyên	Phòng giam Hoàn Nhan Quang		
812	51296	102784	task	to_suoyunyuan	128	59424	110336	1		Phòng giam Hoàn Nhan Quang	Tỏa Vân Uyên		
128	58944	110336	task	to_chenji	813	51744	102976	0		Tỏa Vân Uyên	Phòng Trần Quý Thường		
813	51840	103072	task	to_suoyunyuan	128	59008	110432	1		Phòng Trần Quý Thường	Tỏa Vân Uyên		
129	60288	103136	task	to_luonvdong	814	51296	103168	1		Phục Lưu Động	Lạc Nữ Động		
814	51232	103392	task	to_fuliudong	129	60160	103200	1		Lạc Nữ Động	Phục Lưu Động		
91	59008	103456	task	to_baiguzhen	816	49984	104160	1		Nhĩ Hải Ma Nham	Bách Cổ Động Tầng 1		
816	49920	104256	task	to_erhaimoyan	91	58912	103616	1		Bách Cổ Động Tầng 1	Nhĩ Hải Ma Nham		
816	51360	98752	task	to_2ceng	817	51296	103200	1		Bách Cổ Động Tầng 1	Bách Cổ Động Tầng 2		
817	51200	103360	task	to_1ceng	816	51264	98880	1		Bách Cổ Động Tầng 2	Bách Cổ Động Tầng 1		
91	51712	118880	task	to_xianlingdong	818	51776	101056	0		Nhĩ Hải Ma Nham	Tiên Linh Động		
818	51712	101152	task	to_erhaimoyan	91	51712	118976	1		Tiên Linh Động	Nhĩ Hải Ma Nham		
28	56608	105504	task	to_xianlingdong	819	50496	103776	0		Đại Lý Phủ	Hoàng Cung		
819	50400	103840	task	to_erhaimoyan	28	56544	105664	0		Hoàng Cung	Đại Lý Phủ		
819	51680	98880	task	to_houyuan	820	51552	103232	0		Hoàng Cung	Hậu Viên		
820	51616	103360	task	to_huanggong	819	51712	98880	0		Hậu Viên	Hoàng Cung		
111	62144	102368	task	to_xiaoshigu	545	54496	105312			Kiếm Môn Quan	Tiêu Thạch Cốc		
545	54496	105536	task	to_exit545	111	62144	102528			Tiêu Thạch Cốc	Kiếm Môn Quan		
109	54432	104896	task	to_juyilou	546	51584	103136			Hoàng Hạc Lâu	Tụ Nghĩa Lâu		
546	51456	103264	task	to_exit546	109	54336	105024			Tụ Nghĩa Lâu	Hoàng Hạc Lâu		
546	51680	101504	task	to_gelou	547	50624	102752			Tụ Nghĩa Lâu	Lầu Các		
547	50528	102912	task	to_exit547	546	51616	101664			Lầu Các	Tụ Nghĩa Lâu		
110	47936	106176	task	to_mangshedong	548	50016	104096			Tiến Cúc Động	Mãng Xà Động		
548	49856	104256	task	to_exit548	110	48160	105952			Mãng Xà Động	Tiến Cúc Động		
548	51328	98752	task	to_xiagu	549	51392	103040			Mãng Xà Động	Hiệp Cốc 1		
548	51328	98752	task	to_xiagu	550	51392	103040			Mãng Xà Động	Hiệp Cốc 2		
548	51328	98752	task	to_xiagu	551	51392	103040			Mãng Xà Động	Hiệp Cốc 3		
548	51328	98752	task	to_xiagu	552	51392	103040			Mãng Xà Động	Hiệp Cốc 4		
549	51264	103328	task	to_exit549	548	51200	98976			Hiệp Cốc 1	Mãng Xà Động		
550	51264	103328	task	to_exit550	548	51200	98976			Hiệp Cốc 2	Mãng Xà Động		
551	51264	103328	task	to_exit551	548	51200	98976			Hiệp Cốc 3	Mãng Xà Động		
552	51264	103328	task	to_exit552	548	51200	98976			Hiệp Cốc 4	Mãng Xà Động		
551	52448	97824	task	to_taizubaoku1	553	49120	102784			Hiệp Cốc 3	Thái Tổ Bảo Khố		
552	52448	97824	task	to_taizubaoku2	553	49120	102784			Hiệp Cốc 4	Thái Tổ Bảo Khố		
553	49024	102944	task	to_exit553	551	52352	98112			Thái Tổ Bảo Khố	Hiệp Cốc 3		
553	49024	102944	task	to_exit553	552	52352	98112			Thái Tổ Bảo Khố	Hiệp Cốc 4		
112	60416	116224	task	to_dariluo	554	51328	101984			Thiên Long Tự	Nơi ở Đại Nhật La		
554	51424	102144	task	to_exit554	112	60512	116512			Nơi ở Đại Nhật La	Thiên Long Tự		
112	54976	120960	task	to_shangxianzhuang	555	49728	99808			Thiên Long Tự	Thượng Tiên Trang		
555	49824	99872	task	to_exit555	112	55072	121120			Thượng Tiên Trang	Thiên Long Tự		
561	47872	88928	task	to_huangwu	562	52768	101152			Vọng Long Sơn	Nhà hoang		
562	51232	102880	task	to_exit562	561	47776	89024			Nhà hoang	Vọng Long Sơn		
561	48544	95808	task	to_wangfumishi	563	50912	102656			Vọng Long Sơn	Mật Thất Vương Phủ		
563	50848	102912	task	to_exit563	561	48576	96032			Mật Thất Vương Phủ	Vọng Long Sơn		
122	63328	111904	task	to_wanglongshan	561	47456	88672			Mạc Bắc Thảo Nguyên	Vọng Long Sơn		
